;superpower_Accuracy;superpower_Agility;superpower_Durability;superpower_Intelligence;superpower_Longevity;superpower_Reflexes;superpower_Stamina;superpower_Super_Strength;superpower_Telepathy;superpower_Underwater_breathing;superpower_Weapons_Master;superpower_Lantern_Power_Ring;superpower_Healing_Factor;superpower_Immortality;superpower_Regeneration;superpower_Energy_Absorption;superpower_Energy_Beams;superpower_Energy_Blasts;superpower_Power_Suit;superpower_Danger_Sense;superpower_Energy_Manipulation;superpower_Flight;superpower_Force_Fields;superpower_Hypnokinesis;superpower_Invisibility;superpower_Phasing;superpower_Super_Speed;superpower_Teleportation;superpower_Power_Augmentation;superpower_Gliding;superpower_Toxin_and_Disease_Resistance;superpower_Vision_-_Telescopic;superpower_Animal_Attributes;superpower_Animal_Oriented_Powers;superpower_Toxikinesis;superpower_Empathy;superpower_Size_Changing;superpower_Hydrokinesis;superpower_Endurance;superpower_Enhanced_Hearing;superpower_Enhanced_Senses;superpower_Sonar;superpower_Vision_-_Night;superpower_Wallcrawling;superpower_Energy_Armor;superpower_Psionic_Powers;superpower_Omnilingualism;superpower_Weapon-based_Powers;superpower_Invulnerability;superpower_Self-Sustenance;superpower_Duplication;superpower_Radiation_Immunity;superpower_Density_Control;superpower_Illumination;superpower_Molecular_Combustion;superpower_Molecular_Manipulation;superpower_Astral_Travel;superpower_Illusions;superpower_Intangibility;superpower_Magic;superpower_Precognition;superpower_Audiokinesis;superpower_Sonic_Scream;superpower_Human_physical_perfection;superpower_Stealth;superpower_Dexterity;superpower_Jump;superpower_Natural_Weapons;superpower_Natural_Armor;superpower_Shapeshifting;superpower_Sub-Mariner;superpower_Omnitrix;superpower_Cross-Dimensional_Awareness;superpower_Reality_Warping;superpower_Telekinesis;superpower_Time_Travel;superpower_Probability_Manipulation;superpower_Vision_-_Infrared;superpower_Electrokinesis;superpower_Enhanced_Memory;superpower_Enhanced_Smell;superpower_Cold_Resistance;superpower_Heat_Resistance;superpower_Symbiote_Costume;superpower_Technopath/Cyberpath;superpower_Vision_-_X-Ray;superpower_Astral_Projection;superpower_Mind_Blast;superpower_Mind_Control;superpower_Mind_Control_Resistance;superpower_Telepathy_Resistance;superpower_Vision_-_Thermal;superpower_Hyperkinesis;superpower_Spatial_Awareness;superpower_Clairvoyance;superpower_Magic_Resistance;superpower_Super_Breath;superpower_Terrakinesis;superpower_Cross-Dimensional_Travel;superpower_Power_Sense;superpower_Darkforce_Manipulation;superpower_Gravitokinesis;superpower_Aerokinesis;superpower_Geokinesis;superpower_Pyrokinesis;superpower_Energy_Resistance;superpower_Photokinesis;superpower_Echokinesis;superpower_Enhanced_Touch;superpower_Radar_Sense;superpower_Levitation;superpower_Possession;superpower_Vision_-_Microscopic;superpower_Banish;superpower_Timeframe_Control;superpower_Elasticity;superpower_Camouflage;superpower_Substance_Secretion;superpower_Fire_Resistance;superpower_Heat_Generation;superpower_Energy_Constructs;superpower_Projection;superpower_Grim_Reaping;superpower_Power_Absorption;superpower_Vision_-_Heat;superpower_Radiation_Absorption;superpower_Thermokinesis;superpower_Cryokinesis;superpower_Elemental_Transmogrification;superpower_Magnetokinesis;superpower_Chlorokinesis;superpower_Resurrection;superpower_Portal_Creation;superpower_Thirstokinesis;superpower_Power_Nullifier;superpower_Animation;superpower_Photographic_Reflexes;superpower_Atmokinesis;superpower_Nova_Force;superpower_Chronokinesis;superpower_Radiation_Control;superpower_Web_Creation;superpower_Power_Cosmic;superpower_Changing_Armor;superpower_Biokinesis;superpower_Seismic_Power;superpower_Qwardian_Power_Ring;superpower_Summoning;superpower_Adaptation;superpower_Electrical_Transport;superpower_Insanity;superpower_Anti-Gravity;superpower_Matter_Absorption;superpower_Psychokinesis;superpower_Omnipotence;superpower_Death_Touch;superpower_Intuitive_aptitude;superpower_Melting
superpower_Geokinesis;0;1;3;1;1;2;2;3;0;0;0;0;2;0;0;0;1;0;0;0;0;3;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Pyrokinesis;2;4;5;1;2;4;5;7;5;1;1;1;3;3;0;3;1;7;0;0;6;7;5;0;1;1;5;5;1;0;0;1;0;0;0;1;1;3;2;1;1;0;1;1;0;4;0;3;2;0;2;0;0;0;0;2;0;2;0;3;0;0;0;0;1;0;1;0;0;2;0;0;0;0;3;3;2;0;0;1;2;0;6;0;0;1;3;2;2;0;3;1;0;0;0;1;1;1;0;0;0;0;2;1;36;0;0;0;0;0;2;0;1;0;0;0;2;0;4;1;2;0;0;1;2;0;1;4;0;2;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Energy_Resistance;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Photokinesis;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;1;3;0;0;0;3;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Echokinesis;1;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Enhanced_Touch;1;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Radar_Sense;2;2;0;1;1;1;2;1;2;0;2;0;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Levitation;1;3;1;1;3;1;3;5;4;0;2;1;2;5;0;3;1;6;0;1;3;5;6;0;2;1;3;3;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;4;0;1;2;1;1;0;0;0;0;5;0;2;1;1;0;1;1;0;0;0;0;0;1;2;0;0;0;0;4;1;0;0;2;0;1;0;0;0;0;0;2;2;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
superpower_Possession;0;1;2;1;1;0;3;2;4;0;0;1;1;2;0;0;0;0;0;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Vision_-_Microscopic;1;2;9;8;5;2;10;12;2;1;0;1;6;1;1;7;0;2;1;0;1;11;1;4;2;3;11;1;1;0;1;13;0;1;0;0;2;1;4;10;8;0;2;0;0;0;0;1;10;2;1;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;6;0;0;2;0;0;0;0;0;1;0;3;0;3;3;0;0;0;1;10;0;0;0;0;0;3;0;0;0;1;8;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;26;0;0;0;1;0;1;0;2;0;0;1;10;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
superpower_Banish;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Timeframe_Control;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Elasticity;0;1;2;1;0;0;0;2;0;0;0;0;1;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Camouflage;3;8;8;1;3;7;8;8;2;1;1;1;6;0;0;0;0;1;0;3;1;1;2;0;1;1;8;3;1;0;0;2;0;2;0;1;1;1;1;1;2;0;3;6;0;1;0;4;1;0;2;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;3;3;1;5;0;0;0;0;0;1;0;0;0;1;2;0;0;3;0;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;20;0;0;1;2;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Substance_Secretion;0;2;4;0;1;1;3;5;1;1;0;0;2;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;2;0;2;2;4;1;0;0;0;0;1;0;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
superpower_Fire_Resistance;0;0;4;1;0;0;2;5;1;0;0;0;3;1;1;0;0;1;0;0;1;4;0;0;1;1;3;0;0;0;0;1;0;1;0;0;1;0;1;1;2;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;14;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Heat_Generation;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Energy_Constructs;2;3;2;1;2;2;3;3;1;1;1;1;2;1;0;2;1;2;0;0;3;2;1;0;1;1;4;2;1;0;0;2;0;0;0;1;1;1;1;2;1;0;2;1;0;1;0;1;2;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;2;0;0;0;2;2;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;2;0;0;1;10;0;0;1;2;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
superpower_Projection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Grim_Reaping;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Power_Absorption;1;3;1;1;1;1;2;3;3;1;0;1;1;0;0;3;0;3;0;0;0;3;1;1;1;1;3;1;1;0;0;1;0;0;0;0;1;1;1;1;1;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;2;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;14;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
superpower_Vision_-_Heat;1;3;9;7;5;2;10;14;3;1;0;1;8;1;0;9;1;5;1;0;1;13;2;4;2;2;13;2;1;0;1;12;0;1;0;0;2;1;4;11;8;0;2;0;0;0;0;1;13;1;1;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;8;0;1;3;0;0;0;0;3;1;1;2;0;1;2;0;1;0;1;13;0;0;0;0;1;2;0;0;0;1;10;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;10;0;0;0;1;0;1;0;2;0;0;2;30;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
superpower_Radiation_Absorption;0;0;2;0;1;0;2;3;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Thermokinesis;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Cryokinesis;1;2;5;2;2;3;2;5;3;1;1;1;0;1;0;0;1;4;0;0;0;3;2;0;1;1;2;2;1;1;0;1;0;0;0;0;1;3;1;2;1;0;1;0;0;0;0;4;2;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;2;1;1;0;1;2;1;3;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;1;0;0;0;0;1;0;4;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;1;24;1;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
superpower_Elemental_Transmogrification;0;0;1;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Magnetokinesis;3;2;4;1;1;3;2;5;2;3;0;1;1;0;0;2;2;4;2;0;0;4;4;0;3;2;4;2;1;0;0;3;0;0;0;0;2;1;1;1;1;0;3;0;0;1;0;4;2;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1;1;1;1;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;2;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Chlorokinesis;0;0;1;1;0;0;1;3;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
superpower_Resurrection;0;0;2;0;0;1;1;4;4;0;0;0;2;4;2;3;0;1;0;0;2;4;4;0;1;0;3;2;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;3;0;0;1;1;0;0;0;0;0;2;0;3;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;3;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
superpower_Portal_Creation;0;0;2;0;1;0;2;2;0;0;0;0;0;1;0;0;1;1;0;0;0;2;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Thirstokinesis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Power_Nullifier;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Animation;0;0;1;1;0;1;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Photographic_Reflexes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Atmokinesis;1;2;1;0;2;1;2;2;1;0;1;0;2;0;0;0;0;0;0;0;1;2;0;0;0;0;2;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
superpower_Nova_Force;0;1;1;0;0;1;1;1;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
