id,name,type,Height_cm,Weight_lb,Weight_km,Height_ft,Alignment,superpower_Jump,superpower_Sonar,superpower_Magic,superpower_Flight,superpower_Banish,superpower_Orbing,superpower_Agility,superpower_Melting,superpower_Stamina,superpower_Empathy,superpower_Stealth,superpower_Gliding,superpower_Wishing,superpower_Phasing,superpower_Accuracy,superpower_Reflexes,superpower_Omnitrix,superpower_Insanity,superpower_Longevity,superpower_Endurance,superpower_Telepathy,superpower_Dexterity,superpower_Illusions,superpower_Summoning,superpower_Animation,superpower_Absorption,superpower_Nova_Force,superpower_Mind_Blast,superpower_Adaptation,superpower_Separation,superpower_Camouflage,superpower_Possession,superpower_Geokinesis,superpower_Power_Suit,superpower_Durability,superpower_Elasticity,superpower_Projection,superpower_Biokinesis,superpower_Levitation,superpower_Apotheosis,superpower_Power_Sense,superpower_Time_Travel,superpower_Sub-Mariner,superpower_Omnipotence,superpower_Immortality,superpower_Astral_Trap,superpower_Duplication,superpower_Aerokinesis,superpower_Radar_Sense,superpower_Toxikinesis,superpower_Cryokinesis,superpower_Super_Speed,superpower_Vitakinesis,superpower_Pyrokinesis,superpower_Telekinesis,superpower_Death_Touch,superpower_Atmokinesis,superpower_Echokinesis,superpower_Bullet_Time,superpower_Precognition,superpower_Hydrokinesis,superpower_Resurrection,superpower_Danger_Sense,superpower_Regeneration,superpower_Invisibility,superpower_Photokinesis,superpower_Intelligence,superpower_Illumination,superpower_Umbrakinesis,superpower_Energy_Beams,superpower_Clairvoyance,superpower_Anti-Gravity,superpower_Terrakinesis,superpower_Wallcrawling,superpower_Sonic_Scream,superpower_Power_Cosmic,superpower_Force_Fields,superpower_Super_Breath,superpower_Audiokinesis,superpower_Grim_Reaping,superpower_Mind_Control,superpower_Web_Creation,superpower_Hypnokinesis,superpower_Hyperkinesis,superpower_Energy_Armor,superpower_Natural_Armor,superpower_Size_Changing,superpower_Intangibility,superpower_Psychokinesis,superpower_Teleportation,superpower_Ability_Shift,superpower_Chlorokinesis,superpower_Astral_Travel,superpower_Thermokinesis,superpower_Energy_Blasts,superpower_Seismic_Power,superpower_Shapeshifting,superpower_Chronokinesis,superpower_Vision_-_Heat,superpower_Electrokinesis,superpower_Enhanced_Smell,superpower_Super_Strength,superpower_Weapons_Master,superpower_Healing_Factor,superpower_Omnilingualism,superpower_Magnetokinesis,superpower_Thirstokinesis,superpower_Vision_-_Night,superpower_Psionic_Powers,superpower_Vision_-_X-Ray,superpower_Gravitokinesis,superpower_Enhanced_Touch,superpower_Changing_Armor,superpower_Natural_Weapons,superpower_Fire_Resistance,superpower_Reality_Warping,superpower_Enhanced_Senses,superpower_Portal_Creation,superpower_Density_Control,superpower_Self-Sustenance,superpower_Invulnerability,superpower_Heat_Resistance,superpower_Power_Nullifier,superpower_Enhanced_Memory,superpower_Heat_Generation,superpower_Cold_Resistance,superpower_Physical_Anomaly,superpower_Magic_Resistance,superpower_Latent_Abilities,superpower_Power_Absorption,superpower_Enhanced_Hearing,superpower_Symbiote_Costume,superpower_Vision_-_Thermal,superpower_Vaporising_Beams,superpower_Energy_Resistance,superpower_Energy_Absorption,superpower_Astral_Projection,superpower_Energy_Constructs,superpower_Radiation_Control,superpower_Timeframe_Control,superpower_Matter_Absorption,superpower_Spatial_Awareness,superpower_Animal_Attributes,superpower_Vision_-_Infrared,superpower_Power_Augmentation,superpower_Lantern_Power_Ring,superpower_Radiation_Immunity,superpower_Intuitive_aptitude,superpower_Entropy_Projection,superpower_Weapon-based_Powers,superpower_Energy_Manipulation,superpower_Qwardian_Power_Ring,superpower_Substance_Secretion,superpower_Vision_-_Telescopic,superpower_Technopath/Cyberpath,superpower_Telepathy_Resistance,superpower_Electrical_Transport,superpower_Vision_-_Microscopic,superpower_Molecular_Combustion,superpower_Underwater_breathing,superpower_Radiation_Absorption,superpower_Molecular_Dissipation,superpower_Photographic_Reflexes,superpower_Animal_Oriented_Powers,superpower_Molecular_Manipulation,superpower_Darkforce_Manipulation,superpower_Mind_Control_Resistance,superpower_Cross-Dimensional_Travel,superpower_Molecular_Immobilization,superpower_Probability_Manipulation,superpower_Human_physical_perfection,superpower_Cross-Dimensional_Awareness,superpower_Elemental_Transmogrification,superpower_Toxin_and_Disease_Resistance,Gender,Alternate_Identities,First_appearance,Eye_color,Hair_color,Group_Affiliation,strength,combat,intelligence,speed,power,durability,Relatives,Aliases,Occupation,Base,Place_of_birth,Race,Nicknames,Skin_color,Enemies,Friends
1339970967,Angel,hero,183,150,68,6'0,good,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,male,Angel / Archangel,X-Men #54-56 (1969),Blue,Blond,"X-Men, Mutantes Sans Frontičres, Hellfire Club; formerly Secret Defenders, X-Factor/X-Terminators, Horsemen of Apocalypse, Defenders, Death's champions, Champions of Los Angeles",0.13,0.42,0.62,0.46,0.17,0.64,"Warren Kenneth Worthington Sr. (grandfather, deceased), Warren Kenneth Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burtram Burt Worthington (Dazzler, paternal uncle), unnamed cousin","Formerly Death, Dark Angel, Angel, Avenging Angel, Archangel","Adventurer, chairman & principal stockholder of Worthington Industries, former terrorist",,"Centerport, Long Island, New York",,,,,
1339970968,Angel Salvadore,hero,163,121,54,5'4,good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,female,Angel Salvadore / Tempest,"New X-Men #118 (November, 2001)",Brown,Black,Formerly New Warriors; Special Class,0.1,0.6,0.38,0.28,0.46,0.28,Tito Bohusk (son); Axel Bohusk (son); Kara Bohusk (daughter); three other unidentified children;,Tempest,,,,,,,,
1339970969,Animal Man,hero,183,185,83,6'0,good,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,male,Animal Man,"Strange Adventures #180 (September, 1965)",Blue,Blond,"Formerly Animal Masters, Forgotten Heroes, Justice League of America, Justice League Europe",0.48,0.8,0.56,0.47,0.72,0.85,"Ellen Frazier (wife), Cliff Baker (son), Maxine Baker (daughter), unnamed second daughter, Frank Baker, Jr. (father), Phyllis Baker (mother), unnamed sister, Frank, Sr (grandfather), Teddy (great grandfather), Sherman (great-great grandfather), Jack (great-great-great grandfather), Mary Frazier (mother-in-law), Dudley (uncle-in-law), Annie Cassidy (mother of second daughter), Lucy Cassidy (half-sister of second daughter)",The Human Zoo; A-Man; The Man with Animal Powers,,"San Diego, California",,,Buddy,,,
1339970970,Ant-Man,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Ant-Man / Giant-Man / Goliath / Wasp II / Yellowjacket,,,,,,,,,,,,Hank Pym,,,,Human,,,,
1339970971,Ant-Man II,hero,183,190,86,6',good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Ant-Man II,Avengers #181 (as Scott Lang) Marvel Premiere #47 (as Ant-Man),Blue,Reddish Blond,"The Avengers, formerly the Fantastic Four, Heroes For Hire.",0.1,0.28,0.62,0.23,0.32,0.28,Cassandra Eleanor Lang (daughter) Ruth (sister),Myrmidon,"Electronics Technician,","Farmingdale, Long Island, New York","Coral Gables, Florida",,,,,
1339970972,Aquababy,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Aquababy,"Aquaman #23 (October, 1965)",Blue,Blond,Aquaman Family,0.16,0.14,0.1,0.12,0.36,0.14,"Aquaman (Orin/Arthur Curry) (father); Mera (mother); Koryak (half-brother); A.J. (half-brother); Atlan (grandfather); Tom Curry (adoptive grandfather, deceased); Orm Marius (uncle); Kordax (ancestor, deceased); Arthur Joseph Curry (adoptive cousin)",,,Atlantis,,,,,,
1339970973,Aquaman,hero,185,325,146,6'1',good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Aquaman,More Fun Comics #73 (1941),blue,blond,Justice League of America,0.67,0.8,0.62,0.5,0.6,0.8,"Atlanna (Mother, deceased), Atlan (Father, deceased), Orm (Ocean Master, half-brother), Arthur Junior (son, deceased), AJ (son, living in another dimension), Mera (former wife), Koryak (son, exiled from Atlantis)","Arthur Curry, The Dweller of the Depths","Protector of the Seas and Oceans, King of Poseidonis",The City of Poseidonis (also has refuge commonly known as the Aquacave),Atlantis,,"Tempest (aka Aqualad, Garth), Dolphin, Deep Blue, Tsunami, Power Girl",,,
1339970974,Arachne,hero,175,140,63,5'9,good,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Arachne,,Blue,Blond,,,,,,,,,Spider-Woman,,,,,,,,
1339970975,Archangel,hero,183,150,68,6'0,good,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Angel / Archangel,"X-Men #1 (September, 1963)",Blue,Blond,X-Men (founding member); X-Force; Mutantes Sans Frontičres; Hellfire Club; formerly X-Club (founding member); Death's champions; Secret Defenders; X-Factor/X-Terminators (founding member); Horsemen of Apocalypse; Defenders; Champions of Los Angeles (fou,0.13,0.42,0.62,0.58,0.28,0.64,"Wallace Worthington (paternal ancestor, deceased), Warren Worthington Sr. (paternal grandfather, deceased), Warren Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burt Worthington (paternal uncle), Mimi (maternal aunt), unnamed distant cousin","War, Dark Angel, Death, Avenging Angel","Adventurer, Chairman & principal stockholder of Worthington Industries, Multi-Millionaire, Heir, former terrorist",,"Centerport, Long Island, New York",Mutant,,Blue,,
1339970976,Ares,hero,185,600,270,6'1,good,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,,Thor #129,Brown,Brown,"Avengers, Mighty Avengers, Olympic Pantheon; Warhawks",0.82,1.0,0.75,0.35,0.62,0.8,"Zeus (father), Hera (mother), Enyo (wife), Deimos, Phobos, Alexander (sons), Neptune, Pluto (uncles), Demeter, Hestia (aunts), Hephaestus (brother), Apollo, Dionysus, Hercules, Hermes(half-brothers), Artemis, Pallas Athena, Venus, (half-sisters)","God of War, Mister Talon, Mars, Warhawk",,"Avengers Tower, formerly Olympus",,,,,,
1339970977,Ariel,hero,165,130,59,5'5,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Ariel,Fallen Angels #1 (1987),Purple,Pink,"X-Men, Formerly Fallen Angels",0.1,0.28,0.5,0.12,0.72,0.14,,,"Leader, refugee alien; former alien mutant-hunter and hedonist",,,,,,,
1339970978,Armor,hero,163,112,50,5'4,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Armor,Astonishing X-Men #4 (2004),Black,Black,"X-Men, formerly: Xavier Institute Student Body, New X-Men",0.63,0.54,0.5,0.12,0.55,0.8,,"X-Girl, Kid","Adventurer, student",,,,,,,
1339970979,Arsenal,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,,,,,,,,,,,,,,,,,,,,,
1339970980,Astro Boy,hero,NA,NA,NA,NA,good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Astro Boy,,Brown,Black,,,,,,,,,,,,,,,,,
1339970981,Atlas,hero,183,225,101,6'0,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Atlas,,Brown,Red,"Thunderbolts (formerly Masters of Evil), Maggia, Lethal Legion, Mandarin's Minions, Emissaries of Evil; former partner of Dallas Riordan and Swordsman",0.8,0.42,0.5,0.23,0.69,0.99,"Unidentified parents (deceased), Carl (brother, deceased), Conrad (brother), Lindy (sister, deceased)","Power Man, Smuggler, Goliath, Shatterfist, Intruder from Beyond, Edward Jantzen","Adventurer; former professional criminal, mercenary, dock worker, soldier",,,,,,,
1339970982,Atom,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,,,,,,,,,,,,,,,,,,,,,
1339970983,Atom Girl,hero,168,120,54,5'6,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Atom Girl,Teen Titans/Legion Special #1 (2004),Black,Black,Legion of Super-Heroes,0.1,0.42,0.38,0.23,0.38,0.28,,Shrinking Violet,,"United Planets, 31st century",,,,,,
1339970984,Atom I,hero,178,150,68,5'10,good,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Atom I,All American Comics #19,Blue,Red,formerly Justice Society of America; formerly All-Star Squadron,,,,,,,"Mary James (wife, deceased), Grant Albert Emerson (Damage, son), Albert Rothstein (aka Nuklon / Atom-Smasher, godson)","Little Superman, the Mighty Mite","Adventurer, Retired Professor of Nuclear Physics","GBS Building, Gotham City (former) Calvin College on Earth-Two",,,Al,,,
1339970985,Atom II,hero,183,160,72,6'0,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Atom II,Showcase # 34 (1961),Brown,Brown,"formerly Justice League of America, formerly Suicide Squad, formerly Teen Titans",,,,,,,"David Palmer (father, deceased), Susan Palmer (mother, deceased), Jean Loring (ex-wife)","The Mighty Mite, the Tiny Titan, the World's Smallest Hero",Physics Professor,Ivy Town,,,Ray,,,
1339970986,Atom III,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Atom III,Suicide Squad (Volume 1) #44,,Red,Suicide Squad,,,,,,,"Senator Cray (father, deceased)",,,,,,,,,
1339970987,Atom IV,hero,NA,160,72,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Atom IV,Brave New World #1,Brown,Black,Lighter Than Air Society,,,,,,,Professor Choi (father); mother (deceased); sister (unnamed); Jia Choi (descendent).,,Professor of nuclear physics at Ivy University,Ivy Town,,,,,,
